"MAJOR1","STUID","SCICAREER","SCIENCE_SELF_EFFICACY","SCIENCE_IDENTITY","ACADEMIC_SELFCONCEPT","HABITS_OF_MIND","MAJORGPA","GOAL19","GOAL11","GOAL04","RESEARCH","HPW17","HPW29","HPW28","HPW09","HPW04","HPW24","HPW06","HPW27","HPW02","major","SCIENCE_SELF_EFFICACY_z","SCIENCE_IDENTITY_z","ACADEMIC_SELFCONCEPT_z","HABITS_OF_MIND_z"
446,"901930525",3,40.75,44.1,59.41,57.49,5,1,4,2,1,8,6,4,5,3,1,6,2,1,"Math & Computer Science",-0.825557288983225,-0.487065830113023,0.943605723440122,0.524109555086705
114,"901930544",2,58.67,56.76,51.7,57.49,5,1,4,2,4,7,6,5,3,6,2,4,1,3,"Health Professions",0.598711527514402,0.64232558972284,0.0680505913971021,0.524109555086705
771,"901930569",5,70.93,70.79,64.45,62.07,7,3,4,2,6,8,5,4,3,7,2,4,6,3,"Engineering",1.57312758165843,1.89393393255832,1.51595304711027,1.05408126756032
453,"901930659",2,63.04,38.46,59.31,54.53,5,1,3,1,1,6,2,5,3,4,3,5,3,2,"Math & Computer Science",0.946036010108969,-0.990207031366915,0.932249625748255,0.181595085889782
453,"901930684",2,63.79,46.68,68.3,60.82,8,1,3,3,1,7,5,5,3,5,4,3,1,2,"Math & Computer Science",1.00564547508515,-0.256905493369222,1.95316280824719,0.909438332933244
446,"901930823",1,52.86,57.11,52.39,49.85,7,2,3,1,1,4,3,5,5,2,6,2,1,2,"Math & Computer Science",0.136936872165562,0.673548891219092,0.146407665470991,-0.359948061354002
445,"901930831",4,56.49,70.79,52.39,60.82,7,3,3,3,4,5,3,4,3,4,5,4,4,3,"Math & Computer Science",0.425446682650294,1.89393393255832,0.146407665470991,0.909438332933244
663,"901930892",1,67.2,62.95,59.31,62.07,7,1,4,3,1,6,2,8,4,4,4,4,5,3,"Biological & Life Sciences",1.2766698425102,1.19453197904227,0.932249625748255,1.05408126756032
114,"901931082",4,70.93,70.79,65.28,60.82,8,2,4,3,6,7,4,5,3,4,4,4,1,1,"Health Professions",1.57312758165843,1.89393393255832,1.61020865795277,0.909438332933244
121,"901931113",3,68.11,64.91,52.39,57.56,8,2,4,3,1,8,3,3,3,2,2,8,1,3,"Health Professions",1.34899599334797,1.36938246742128,0.146407665470991,0.532209559425822
115,"901931292",4,70.93,62.59,46.24,55.1,7,3,4,3,6,7,5,7,4,4,3,4,5,4,"Health Professions",1.57312758165843,1.16241658321755,-0.551992342578889,0.24755226407973
121,"901931842",2,55.13,52.52,54.18,52.25,8,1,4,2,5,5,2,5,3,5,2,4,1,4,"Health Professions",0.317354852826813,0.264077594453957,0.349681814155428,-0.0822336268700103
445,"901931859",3,44.62,47.16,44.64,52.81,5,1,2,2,1,6,3,5,5,1,4,4,1,3,"Math & Computer Science",-0.517972449706115,-0.214084965602934,-0.733689905648777,-0.0174335921570786
663,"901931954",1,33.47,42.46,27.16,53.88,7,1,4,2,1,7,4,6,3,3,5,4,4,2,"Biological & Life Sciences",-1.40416649568539,-0.633369299981176,-2.7187357821873,0.106380759883701
663,"901931973",1,30.23,39.72,64.45,53,8,1,3,3,1,8,7,5,2,4,3,3,5,3,"Biological & Life Sciences",-1.6616793843825,-0.877803145980407,1.51595304711027,0.00455213390623716
453,"901932044",2,62.06,54.89,52.39,62.07,7,1,4,4,1,8,7,8,5,4,4,4,1,3,"Math & Computer Science",0.868146309206755,0.475503950300007,0.146407665470991,1.05408126756032
664,"901932078",2,61.61,57.91,58.82,53.88,7,1,4,4,1,6,4,7,8,5,6,4,5,3,"Biological & Life Sciences",0.832380630221044,0.744916437496239,0.876604747058102,0.106380759883701
663,"901932251",1,33.47,46.68,47.24,44.6,3,1,3,2,3,7,5,8,7,4,7,2,1,2,"Biological & Life Sciences",-1.40416649568539,-0.256905493369222,-0.43843136566021,-0.967448386787734
771,"901932348",4,70.93,70.79,54.44,66.43,6,4,3,4,6,8,4,6,7,5,4,4,5,3,"Engineering",1.57312758165843,1.89393393255832,0.379207668154284,1.55859582353958
663,"901932391",2,41.41,53.25,68.3,57.49,8,2,4,2,4,7,3,7,4,3,4,5,5,1,"Biological & Life Sciences",-0.773100959804183,0.329200480431854,1.95316280824719,0.524109555086705
121,"901932393",2,49.93,49.55,45.67,47.46,6,2,2,2,2,5,3,8,6,1,4,4,5,3,"Health Professions",-0.0959374376747306,-0.000874421099954625,-0.616722099422537,-0.636505352360977
447,"901932396",1,37.6,33.36,59.31,43.05,8,1,2,2,1,5,3,5,1,1,2,6,1,3,"Math & Computer Science",-1.0759170418832,-1.44517513888373,0.932249625748255,-1.14680562572531
446,"901932412",2,55.65,33.36,54.18,62.07,4,1,4,4,1,8,4,7,5,1,4,5,1,1,"Math & Computer Science",0.358684081876967,-1.44517513888373,0.349681814155428,1.05408126756032
121,"901932462",4,68.11,70.79,56.9,66.43,7,2,4,4,3,6,3,6,4,6,5,3,4,2,"Health Professions",1.34899599334797,1.89393393255832,0.658567671374236,1.55859582353958
771,"901932470",4,70.93,70.79,64.45,62.07,8,2,4,3,6,6,1,8,5,4,3,4,1,1,"Engineering",1.57312758165843,1.89393393255832,1.51595304711027,1.05408126756032
453,"901932644",2,51.58,46.92,64.45,55.28,7,1,3,2,1,5,4,7,4,3,4,4,4,5,"Math & Computer Science",0.0352033852728745,-0.235495229486077,1.51595304711027,0.26838084666603
445,"901932806",2,55.97,45.41,48.68,53.17,7,1,4,2,5,4,3,5,2,5,5,4,5,3,"Math & Computer Science",0.384117453600139,-0.370201473084194,-0.274903558897311,0.0242235730155201
123,"901932873",3,64.98,55.16,59.02,44.24,5,3,4,4,6,5,2,4,5,5,4,4,1,1,"Health Professions",1.1002258261807,0.499590497168544,0.899316942441837,-1.00910555196033
115,"901932897",4,54.83,59.5,59.02,66.43,7,3,4,4,1,6,5,3,3,4,1,5,4,4,"Health Professions",0.293511066836339,0.886759435722071,0.899316942441837,1.55859582353958
115,"901932974",4,58.73,70.79,56.9,60.44,8,4,4,3,5,4,2,4,4,3,2,5,4,2,"Health Professions",0.603480284712497,1.89393393255832,0.658567671374236,0.865466880806612
447,"901933169",3,70.93,52.52,62.01,55.03,7,2,2,4,3,6,4,6,3,3,3,4,4,3,"Math & Computer Science",1.57312758165843,0.264077594453957,1.23886426342869,0.239452259740614
121,"901933191",2,70.93,64.91,51.7,62.07,8,1,4,2,3,8,5,8,4,3,2,8,5,3,"Health Professions",1.57312758165843,1.36938246742128,0.0680505913971021,1.05408126756032
446,"901933219",1,43.62,49.06,38.6,57.91,5,2,4,4,1,6,5,6,4,5,3,2,5,2,"Math & Computer Science",-0.597451736341027,-0.0445870431947072,-1.4195982062376,0.572709581121403
445,"901933281",2,50.74,52.91,62.01,52.04,7,1,3,3,1,6,3,8,6,3,4,3,5,3,"Math & Computer Science",-0.0315592155004515,0.298869273264066,1.23886426342869,-0.10653363988736
771,"901933380",3,68.11,64.63,56.27,62.75,8,2,2,4,5,4,3,6,4,1,3,2,1,3,"Engineering",1.34899599334797,1.34440382622428,0.587024255915468,1.13276702399745
115,"901933533",1,70.93,54.24,46.21,62.48,6,2,3,3,2,4,3,6,4,4,4,4,3,1,"Health Professions",1.57312758165843,0.417517818949824,-0.55539917188645,1.10152415011801
453,"901933724",2,70.93,47.03,51.9,59.19,5,1,2,2,1,4,2,5,6,1,4,5,1,2,"Math & Computer Science",1.57312758165843,-0.22568219187297,0.0907627867808376,0.720823946179532
663,"901933796",4,59.36,66.29,61.34,48.79,8,3,3,3,3,6,3,4,3,3,3,6,4,2,"Biological & Life Sciences",0.653552235292492,1.49249148474936,1.16277840889317,-0.482605269917765
562,"901933856",3,54.83,57.91,47.19,38.3,7,2,3,3,3,8,1,8,4,2,5,4,8,2,"Physical Science",0.293511066836339,0.744916437496239,-0.444109414506144,-1.69644877730821
445,"901933903",5,66.02,59.5,68.3,46.73,7,2,3,4,4,5,3,4,3,1,3,4,1,3,"Math & Computer Science",1.18288428428101,0.886759435722071,1.95316280824719,-0.720976826183192
115,"901934012",1,51.54,50.8,49.95,45.43,5,1,4,2,5,5,3,5,4,4,5,4,1,3,"Health Professions",0.032024213807478,0.110637369958089,-0.130681118210587,-0.871405478195354
121,"901934212",4,70.93,70.79,68.3,66.43,7,4,4,4,4,6,4,4,3,1,4,3,4,3,"Health Professions",1.57312758165843,1.89393393255832,1.95316280824719,1.55859582353958
115,"901934244",5,70.93,70.79,56.38,54.08,6,3,4,4,5,5,4,8,7,1,4,3,4,3,"Health Professions",1.57312758165843,1.89393393255832,0.599515963376523,0.129523629424033
115,"901934395",2,60.56,55.98,62.49,48.99,7,2,2,2,1,8,2,8,8,3,5,5,4,3,"Health Professions",0.748927379254387,0.57274223210262,1.29337353234966,-0.459462400377432
123,"901934400",2,46.66,58.72,61.34,47.03,7,1,4,2,2,4,2,7,7,2,5,7,1,1,"Health Professions",-0.355834704970894,0.817176078101852,1.16277840889317,-0.686262521872692
121,"901934402",2,56.18,56.77,52.39,52.64,7,1,4,3,1,4,2,7,4,3,4,3,7,2,"Health Professions",0.400808103793471,0.643217684051304,0.146407665470991,-0.0371050312663615
453,"901934498",5,56.37,54.26,64.45,55.28,6,1,3,1,1,5,5,5,4,6,5,2,6,3,"Math & Computer Science",0.415909168254104,0.419302007606753,1.51595304711027,0.26838084666603
442,"901934593",1,33.47,43.13,68.3,42.9,6,1,2,3,1,8,1,4,5,8,4,5,1,4,"Math & Computer Science",-1.40416649568539,-0.573598979974066,1.95316280824719,-1.16416277788056
453,"901934753",2,51.54,50.68,59.31,53.07,8,2,4,2,4,7,5,5,5,3,5,6,5,5,"Math & Computer Science",0.032024213807478,0.0999322380165168,0.932249625748255,0.0126521382453536
121,"901934850",3,55.65,66.29,49.95,55.35,7,3,3,2,4,6,4,8,7,5,3,4,5,2,"Health Professions",0.358684081876967,1.49249148474936,-0.130681118210587,0.276480851005146
115,"901934861",5,70.93,60.27,68.3,66.43,7,2,4,4,4,7,3,3,3,3,3,3,1,3,"Health Professions",1.57312758165843,0.955450699013825,1.95316280824719,1.55859582353958
445,"901934914",2,57.22,58.91,48.91,48.95,3,1,2,2,1,8,7,4,4,2,5,8,1,2,"Math & Computer Science",0.48346656189378,0.834125870342674,-0.248784534206015,-0.464090974285499
663,"901934923",5,70.93,61.67,68.3,46.79,6,2,4,3,4,5,4,6,4,1,2,7,7,3,"Biological & Life Sciences",1.57312758165843,1.08034390499883,1.95316280824719,-0.714033965321092
121,"901935215",3,52.84,59.5,60.99,48.22,7,2,3,1,5,5,4,8,7,5,7,5,1,4,"Health Professions",0.135347286432864,0.886759435722071,1.12303206697164,-0.548562448107713
448,"901935240",5,70.93,64.49,68.3,55.45,8,2,4,2,3,8,5,5,1,3,4,5,5,2,"Math & Computer Science",1.57312758165843,1.33191450562578,1.95316280824719,0.288052285775312
663,"901935327",1,70.93,57.89,52.95,51.77,6,1,3,2,3,8,4,5,3,5,3,5,1,3,"Biological & Life Sciences",1.57312758165843,0.743132248839311,0.210001812545452,-0.137776513766808
448,"901935370",3,56.49,59.5,68.3,54.97,8,2,3,3,4,7,2,8,3,2,4,3,4,2,"Math & Computer Science",0.425446682650294,0.886759435722071,1.95316280824719,0.232509398878514
664,"901935440",1,55.65,33.36,48.83,62.07,5,1,4,2,1,8,5,8,4,4,4,3,1,4,"Biological & Life Sciences",0.358684081876967,-1.44517513888373,-0.257869412359509,1.05408126756032
121,"901935445",2,63.59,52.41,59.41,55.65,8,1,4,2,5,8,4,4,4,3,2,4,5,2,"Health Professions",0.989749617758171,0.254264556840849,0.943605723440122,0.311195155315645
117,"901935502",5,70.93,64.91,48.6,51.51,7,3,4,3,1,6,2,5,5,5,4,4,5,2,"Health Professions",1.57312758165843,1.36938246742128,-0.283988437050805,-0.167862244169241
115,"901935584",2,54.08,59.5,57.26,36.51,8,2,3,2,6,7,5,4,6,4,2,4,1,4,"Health Professions",0.233901601860155,0.886759435722071,0.699449623064961,-1.90357745969419
664,"901935738",1,67.38,49.26,64.45,52.97,6,1,3,3,1,5,3,6,4,5,2,5,1,1,"Biological & Life Sciences",1.29097611410449,-0.0267451566254206,1.51595304711027,0.00108070347518713
445,"901935819",2,61.5,70.79,68.3,51.1,8,1,3,4,5,6,5,8,3,7,7,4,1,8,"Math & Computer Science",0.823637908691204,1.89393393255832,1.95316280824719,-0.215305126726923
115,"901935899",2,60.72,57.91,56.9,49.75,7,2,3,3,5,8,3,7,5,4,4,3,1,2,"Health Professions",0.761644065115972,0.744916437496239,0.658567671374236,-0.371519496124168
445,"901935970",1,45.24,46.68,68.3,62.07,5,1,3,1,1,6,3,8,5,3,4,5,5,4,"Math & Computer Science",-0.468695291992469,-0.256905493369222,1.95316280824719,1.05408126756032
114,"901936001",2,41.7,56.82,62.49,52.05,8,2,3,2,3,4,5,5,4,6,4,3,1,2,"Health Professions",-0.750051966680058,0.647678155693626,1.29337353234966,-0.105376496410343
453,"901936121",2,48.92,46.15,62.01,59.19,7,1,3,3,1,7,3,2,4,3,4,5,5,2,"Math & Computer Science",-0.176211517175992,-0.304186492777832,1.23886426342869,0.720823946179532
123,"901936217",5,44.62,59.5,61.34,39.95,6,2,4,2,6,8,4,6,6,3,7,5,2,3,"Health Professions",-0.517972449706115,0.886759435722071,1.16277840889317,-1.50552010360047
453,"901936406",1,49.18,38.46,68.3,36.93,6,1,2,3,1,6,3,6,4,4,3,3,4,3,"Math & Computer Science",-0.155546902650915,-0.990207031366915,1.95316280824719,-1.85497743365949
453,"901936513",2,60.32,49.06,68.3,66.43,8,2,3,4,3,6,2,7,4,7,3,7,1,3,"Math & Computer Science",0.729852350462007,-0.0445870431947072,1.95316280824719,1.55859582353958
115,"901936591",1,56.74,54,61.34,57,8,1,4,4,4,8,1,6,2,3,4,3,1,3,"Health Professions",0.445316504309022,0.39610755506668,1.16277840889317,0.46740952471289
121,"901936628",5,55.65,61.67,52.39,49.95,8,1,4,1,5,8,5,7,3,3,6,3,1,3,"Health Professions",0.358684081876967,1.08034390499883,0.146407665470991,-0.348376626583835
121,"901936804",3,70.93,70.79,68.3,66.43,8,3,4,3,5,7,5,4,3,3,1,4,4,3,"Health Professions",1.57312758165843,1.89393393255832,1.95316280824719,1.55859582353958
453,"901937019",1,45.57,50.24,52.39,48.06,6,1,3,1,1,4,4,6,6,5,6,5,3,4,"Math & Computer Science",-0.442467127402948,0.0606800875640857,0.146407665470991,-0.567076743739979
115,"901937119",1,66.74,53.14,59.02,52.32,6,1,3,4,6,4,3,4,4,3,4,3,5,2,"Health Professions",1.24010937065814,0.319387442818746,0.899316942441837,-0.0741336225308938
450,"901937121",5,70.93,70.79,57.26,53.07,7,3,3,3,6,6,4,5,6,2,2,4,4,2,"Math & Computer Science",1.57312758165843,1.89393393255832,0.699449623064961,0.0126521382453536
663,"901937174",3,70.93,60.27,62.01,62.07,7,2,3,2,5,5,3,5,3,1,4,5,4,2,"Biological & Life Sciences",1.57312758165843,0.955450699013825,1.23886426342869,1.05408126756032
448,"901937215",4,48.96,55.16,62.01,58.75,8,3,3,2,1,8,4,3,3,8,3,1,1,3,"Math & Computer Science",-0.173032345710595,0.499590497168544,1.23886426342869,0.669909633190801
446,"901937268",4,63.61,59.5,59.31,57.56,5,3,3,4,2,8,4,3,2,1,4,3,4,2,"Math & Computer Science",0.991339203490869,0.886759435722071,0.932249625748255,0.532209559425822
445,"901937292",2,55.65,45.32,62.49,54.61,6,1,2,3,1,7,4,7,4,3,3,4,1,3,"Math & Computer Science",0.358684081876967,-0.378230322040373,1.29337353234966,0.190852233705915
768,"901937324",2,51.06,59.5,50.75,49.14,7,3,3,2,6,8,4,4,4,4,4,5,4,3,"Engineering",-0.00612584377727958,0.886759435722071,-0.039832336675644,-0.442105248222183
448,"901937372",2,53.18,47.75,54.18,57.49,7,1,4,4,5,5,2,8,6,7,3,4,4,1,"Math & Computer Science",0.162370243888734,-0.161451400223537,0.349681814155428,0.524109555086705
442,"901937443",4,55.41,57.53,52.39,48.25,7,2,3,3,3,5,4,6,5,6,4,4,4,3,"Math & Computer Science",0.339609053084588,0.711016853014595,0.146407665470991,-0.545091017676663
121,"901937482",3,52.83,61.67,56.9,62.75,8,2,4,3,5,8,4,5,4,5,1,5,5,2,"Health Professions",0.134552493566515,1.08034390499883,0.658567671374236,1.13276702399745
663,"901937555",2,52.5,52.41,54.18,51.77,3,3,3,3,6,5,4,5,4,3,5,5,5,4,"Biological & Life Sciences",0.108324328976994,0.254264556840849,0.349681814155428,-0.137776513766808
121,"901937794",1,70.93,66.29,61.94,66.43,8,1,3,2,5,4,2,5,5,3,4,4,5,3,"Health Professions",1.57312758165843,1.49249148474936,1.23091499504438,1.55859582353958
448,"901937797",3,54.08,61.82,59.97,55.28,8,1,3,2,1,5,1,4,3,2,3,4,1,1,"Math & Computer Science",0.233901601860155,1.0937253199258,1.00719987051458,0.26838084666603
447,"901937858",2,45.57,50.24,58.82,47.66,8,1,2,3,1,5,2,4,5,2,7,5,1,3,"Math & Computer Science",-0.442467127402948,0.0606800875640857,0.876604747058102,-0.613362482820645
446,"901937870",3,55.65,56.13,50.09,59.19,7,2,3,2,1,6,3,4,3,3,4,4,5,4,"Math & Computer Science",0.358684081876967,0.586123647029586,-0.114782581441972,0.720823946179532
664,"901938013",2,55.65,49.18,52.39,47.46,6,1,3,1,5,6,5,8,8,2,5,4,5,4,"Biological & Life Sciences",0.358684081876967,-0.0338819112531352,0.146407665470991,-0.636505352360977
447,"901938021",2,56.49,43.82,50.09,51.16,8,1,3,2,1,6,2,4,2,1,4,1,1,4,"Math & Computer Science",0.425446682650294,-0.512044471310025,-0.114782581441972,-0.208362265864824
445,"901938041",3,55.65,50.67,64.45,44.6,6,1,2,3,5,6,4,6,4,5,4,5,5,5,"Math & Computer Science",0.358684081876967,0.0990401436880526,1.51595304711027,-0.967448386787734
663,"901938123",5,56.49,59.5,47.65,48.86,6,1,3,4,3,5,3,8,8,1,5,2,6,4,"Biological & Life Sciences",0.425446682650294,0.886759435722071,-0.391871365123551,-0.474505265578649
445,"901938142",2,58.71,62.59,47.65,51.09,7,2,4,3,6,5,1,4,2,8,2,7,5,2,"Math & Computer Science",0.601890698979799,1.16241658321755,-0.391871365123551,-0.216462270203939
115,"901938188",2,51.95,54.24,62.49,47.15,7,1,4,2,3,6,1,5,5,3,4,8,1,2,"Health Professions",0.0646107213277923,0.417517818949824,1.29337353234966,-0.672376800148493
562,"901938236",1,44.62,43.13,64.29,50.82,7,1,3,3,2,5,3,5,5,4,3,8,1,2,"Physical Science",-0.517972449706115,-0.573598979974066,1.49778329080328,-0.247705144083389
664,"901938263",3,54.11,60.27,64.45,56.55,8,2,4,4,4,4,3,8,8,1,6,5,1,2,"Biological & Life Sciences",0.236285980459202,0.955450699013825,1.51595304711027,0.415338068247141
115,"901938264",5,70.93,66.29,65.28,52.34,8,4,4,3,5,5,2,5,4,5,5,5,1,3,"Health Professions",1.57312758165843,1.49249148474936,1.61020865795277,-0.0718193355768602
664,"901938279",1,47.8,57.78,43.7,45.79,5,2,4,3,5,4,4,5,3,5,2,6,2,3,"Biological & Life Sciences",-0.265228318207094,0.733319211226203,-0.840437223952336,-0.829748313022755
448,"901938386",4,55.65,51.15,61.94,52.81,8,3,2,3,4,5,4,5,2,1,1,2,1,3,"Math & Computer Science",0.358684081876967,0.141860671454341,1.23091499504438,-0.0174335921570786
663,"901938498",2,33.47,39.72,54.44,47.09,7,1,3,3,4,7,7,5,2,2,5,5,5,2,"Biological & Life Sciences",-1.40416649568539,-0.877803145980407,0.379207668154284,-0.679319661010592
771,"901938541",2,70.93,46.68,61.03,54.97,5,3,2,2,5,5,3,5,4,3,4,3,1,3,"Engineering",1.57312758165843,-0.256905493369222,1.12757450604838,0.232509398878514
562,"901938543",3,55.65,59.5,54.18,49.24,6,3,3,4,1,6,2,3,4,2,3,6,1,2,"Physical Science",0.358684081876967,0.886759435722071,0.349681814155428,-0.430533813452016
453,"901938643",3,42.35,33.84,46.62,47.04,4,1,3,1,1,6,2,4,5,1,4,2,5,3,"Math & Computer Science",-0.698390430367365,-1.40235461111744,-0.508839171349792,-0.685105378395676
664,"901938780",2,55.88,53.32,54.27,50.04,7,1,4,3,1,6,3,5,4,4,4,3,2,3,"Biological & Life Sciences",0.376964317802997,0.335445140731104,0.359902302078108,-0.337962335290686
445,"901938806",2,54.66,57.22,43.72,50.28,3,2,2,3,4,5,3,6,4,6,4,1,6,2,"Math & Computer Science",0.279999588108404,0.6833619288322,-0.838166004413963,-0.310190891842287
663,"901938809",3,45.57,50,48.68,41.57,7,2,3,1,1,6,3,4,4,2,8,3,1,2,"Biological & Life Sciences",-0.442467127402948,0.0392698236809412,-0.274903558897311,-1.31806286032377
450,"901938825",5,70.93,61.02,52.39,66.43,8,4,4,4,5,6,3,6,4,4,1,6,4,3,"Math & Computer Science",1.57312758165843,1.02235777364865,0.146407665470991,1.55859582353958
121,"901938828",2,51.54,59.5,61.94,62.22,8,1,4,3,6,8,3,5,4,3,4,3,5,3,"Health Professions",0.032024213807478,0.886759435722071,1.23091499504438,1.07143841971557
562,"901938831",2,55.92,59.95,64.45,57.49,7,4,4,4,2,7,2,8,8,2,2,5,1,2,"Physical Science",0.380143489268394,0.926903680502967,1.51595304711027,0.524109555086705
768,"901938855",1,52.88,58.91,58.3,48.48,7,1,4,2,3,7,7,5,5,4,4,4,4,3,"Engineering",0.138526457898261,0.834125870342674,0.817553039060388,-0.518476717705281
121,"901938919",4,41.62,55.16,40.67,55.03,4,2,4,2,5,6,3,5,4,5,5,5,6,3,"Health Professions",-0.756410309610851,0.499590497168544,-1.18452698401594,0.239452259740614
115,"901938999",4,58.54,68.09,52.39,66.43,6,3,3,3,3,5,4,5,4,3,3,6,4,2,"Health Professions",0.588379220251864,1.65306846387295,0.146407665470991,1.55859582353958
445,"901939012",5,51.07,57.22,40.67,44.6,5,2,3,4,1,6,4,7,6,2,5,5,1,3,"Math & Computer Science",-0.00533105091093062,0.6833619288322,-1.18452698401594,-0.967448386787734
663,"901939033",5,51.95,55.6,47.65,62.22,6,1,3,3,6,5,4,4,4,3,2,4,3,2,"Biological & Life Sciences",0.0646107213277923,0.538842647620976,-0.391871365123551,1.07143841971557
115,"901939078",4,54.83,59.5,51.9,47.46,6,2,3,3,3,3,3,4,4,4,4,5,5,4,"Health Professions",0.293511066836339,0.886759435722071,0.0907627867808376,-0.636505352360977
663,"901939265",3,70.93,58.91,27.16,38.3,5,3,3,2,4,6,5,4,5,1,3,2,3,4,"Biological & Life Sciences",1.57312758165843,0.834125870342674,-2.7187357821873,-1.69644877730821
114,"901939271",5,65.98,70.79,68.3,51.36,8,4,3,4,6,7,3,8,4,3,4,3,3,3,"Health Professions",1.17970511281561,1.89393393255832,1.95316280824719,-0.185219396324491
663,"901939278",2,55.65,59.5,46.21,44.41,7,1,3,2,1,5,5,4,5,5,4,4,1,3,"Biological & Life Sciences",0.358684081876967,0.886759435722071,-0.55539917188645,-0.989434112851051
121,"901939292",3,19.27,52.52,24.96,39.95,5,2,2,2,5,3,3,3,3,3,3,3,3,3,"Health Professions",-2.53277236590114,0.264077594453957,-2.96856993140839,-1.50552010360047
453,"901939306",2,48.75,60.27,45.39,55.28,5,2,4,3,2,4,4,5,5,5,4,4,4,3,"Math & Computer Science",-0.189722995903927,0.955450699013825,-0.648519172959767,0.26838084666603
663,"901939349",2,44.62,40.26,64.29,45.27,8,1,3,3,1,6,1,3,4,3,4,5,4,2,"Biological & Life Sciences",-0.517972449706115,-0.829630052243333,1.49778329080328,-0.88991977382762
121,"901939358",3,44.62,47.16,37.93,57.25,7,3,4,4,4,5,3,3,5,4,1,1,5,3,"Health Professions",-0.517972449706115,-0.214084965602934,-1.49568406077312,0.496338111638306
453,"901939369",5,53.95,64.91,61.94,66.43,8,3,2,3,4,8,3,6,3,6,5,6,5,7,"Math & Computer Science",0.223569294597617,1.36938246742128,1.23091499504438,1.55859582353958
663,"901939379",2,43.74,53.25,54.18,48.24,6,2,3,2,1,4,2,4,6,4,3,4,1,3,"Biological & Life Sciences",-0.587914221944837,0.329200480431854,0.349681814155428,-0.54624816115368
453,"901939429",2,62.32,59.5,68.3,44.79,8,3,4,4,3,6,4,5,4,5,4,4,4,3,"Math & Computer Science",0.888810923731832,0.886759435722071,1.95316280824719,-0.945462660724418
664,"901939480",1,67.18,33.36,59.31,59.11,8,1,2,3,4,7,2,5,5,4,3,5,3,3,"Biological & Life Sciences",1.27508025677751,-1.44517513888373,0.932249625748255,0.7115667983634
115,"901939565",3,55.84,64.04,48.18,55.26,8,1,3,2,6,6,3,4,4,4,2,5,1,1,"Health Professions",0.373785146337601,1.29177026084488,-0.331684047356651,0.266066559711996
663,"901939579",2,41.58,46.68,61.34,46.44,8,2,3,3,2,7,6,8,5,3,4,4,5,3,"Biological & Life Sciences",-0.759589481076248,-0.256905493369222,1.16277840889317,-0.754533987016674
